,id,lat,lon,time
1,10206,16.218999999999998,66.5336388888889,2002-07-04
2,10208,13.599499999999999,69.9141388888889,2002-07-04
3,11089,16.068777777777782,65.03697222222223,2002-07-04
4,15703,13.637027777777782,69.9158888888889,2002-07-04
6,27069,20.07775,69.44588888888889,2002-07-04
8,28842,18.624861111111116,60.83055555555555,2002-07-04
9,34159,12.89413888888889,59.736888888888885,2002-07-04
11,34210,6.022361111111111,56.763194444444444,2002-07-04
12,34211,8.210749999999999,68.56538888888889,2002-07-04
13,34212,6.679555555555554,65.94611111111112,2002-07-04
21,34708,10.225111111111111,60.65827777777778,2002-07-04
22,34709,5.027,52.974,2002-07-04
23,34710,13.057111111111112,50.333749999999995,2002-07-04
24,34714,13.741166666666665,64.694,2002-07-04
25,34716,7.71675,66.28524999999999,2002-07-04
26,34718,15.458416666666665,72.9735,2002-07-04
27,34719,17.217027777777776,71.37816666666667,2002-07-04
28,34720,14.142055555555551,69.48247222222221,2002-07-04
29,34721,16.92872222222222,65.55233333333334,2002-07-04
30,34722,11.437305555555554,70.74672222222222,2002-07-04
31,34723,16.60291666666667,66.43133333333337,2002-07-04
224,2134712,9.076888888888888,63.82722222222224,2002-07-04
260,10206,16.376999999999995,66.94049999999999,2002-07-13
261,10208,13.412416666666662,70.72627777777777,2002-07-13
262,11089,14.950805555555554,65.67144444444446,2002-07-13
263,15703,13.542222222222222,70.63080555555554,2002-07-13
265,27069,19.66786111111112,71.30494444444442,2002-07-13
267,28842,17.796611111111112,61.256583333333325,2002-07-13
268,34159,14.227972222222222,62.07275000000001,2002-07-13
270,34210,5.1659999999999995,56.68185714285715,2002-07-13
271,34211,7.079694444444444,69.98463888888891,2002-07-13
272,34212,6.276583333333335,68.50786111111111,2002-07-13
274,34310,5.023285714285715,70.029,2002-07-13
275,34311,9.58479411764706,69.96008823529412,2002-07-13
276,34312,9.533636363636365,65.27336363636363,2002-07-13
277,34314,5.1166,54.90319999999999,2002-07-13
278,34315,5.181103448275861,59.70144827586207,2002-07-13
